Gene_names,GO_IDs,GO_terms
RPS4B,GO:1990904,ribonucleoprotein complex
TRM61,GO:0005634,nucleus
TRM61,GO:0016429,tRNA (adenine-N1-)-methyltransferase activity
TRM61,GO:0031515,tRNA (m1A) methyltransferase complex
IML1,GO:0005096,GTPase activator activity
IML1,GO:0005774,vacuolar membrane
IML1,GO:0035556,intracellular signal transduction
POP4,GO:0000172,ribonuclease MRP complex
POP4,GO:0001682,tRNA 5'-leader removal
POP4,GO:0004519,endonuclease activity
POP4,GO:0005634,nucleus
POP4,GO:0005737,cytoplasm
POP4,GO:0030677,ribonuclease P complex
POP4,GO:0033204,ribonuclease P RNA binding
TRK1,GO:0005886,plasma membrane
TRK1,GO:0015079,potassium ion transmembrane transporter activity
TRK1,GO:0030007,intracellular potassium ion homeostasis
BUD17,GO:0008478,pyridoxal kinase activity
BUD17,GO:0009443,pyridoxal 5'-phosphate salvage
BUD17,GO:0016310,phosphorylation
RPA43,GO:0000428,DNA-directed RNA polymerase complex
RPA43,GO:0005730,nucleolus
RPA43,GO:0006352,DNA-templated transcription initiation
TAF12,GO:0000124,SAGA complex
TAF12,GO:0003743,translation initiation factor activity
TAF12,GO:0005669,transcription factor TFIID complex
TAF12,GO:0006352,DNA-templated transcription initiation
TAF12,GO:0046695,SLIK (SAGA-like) complex
TAF12,GO:0046982,protein heterodimerization activity
SEC26,GO:0000139,Golgi membrane
SEC26,GO:0005198,structural molecule activity
SEC26,GO:0006886,intracellular protein transport
SEC26,GO:0016192,vesicle-mediated transport
SEC26,GO:0030126,COPI vesicle coat
CPR1,GO:0000413,protein peptidyl-prolyl isomerization
CPR1,GO:0003755,peptidyl-prolyl cis-trans isomerase activity
CPR1,GO:0006457,protein folding
NHA1,GO:0005886,plasma membrane
NHA1,GO:0015385,sodium:proton antiporter activity
NHA1,GO:0030004,obsolete cellular monovalent inorganic cation homeostasis
STU2,GO:0007051,spindle organization
STU2,GO:0030951,establishment or maintenance of microtubule cytoskeleton polarity
STU2,GO:0043232,intracellular non-membrane-bounded organelle
STU2,GO:0046785,microtubule polymerization
STU2,GO:0051010,microtubule plus-end binding
STU2,GO:0061863,microtubule plus end polymerase
STU2,GO:0099080,supramolecular complex
EXO1,GO:0003677,DNA binding
EXO1,GO:0005634,nucleus
EXO1,GO:0006281,DNA repair
EXO1,GO:0035312,5'-3' DNA exonuclease activity
EXO1,GO:0046872,metal ion binding
THI6,GO:0000287,magnesium ion binding
THI6,GO:0004417,hydroxyethylthiazole kinase activity
THI6,GO:0004789,thiamine-phosphate diphosphorylase activity
THI6,GO:0005524,ATP binding
THI6,GO:0009228,thiamine biosynthetic process
THI6,GO:0009229,thiamine diphosphate biosynthetic process
ARG82,GO:0016301,kinase activity
ARG82,GO:0016310,phosphorylation
ARG82,GO:0032958,inositol phosphate biosynthetic process
FLC1,GO:0016020,membrane
TOM1,GO:0004842,ubiquitin-protein transferase activity
TOM1,GO:0044265,obsolete cellular macromolecule catabolic process
ALG13,GO:0004577,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity
ALG13,GO:0005783,endoplasmic reticulum
GCV3,GO:0005739,mitochondrion
GCV3,GO:0005960,glycine cleavage complex
GCV3,GO:0019464,glycine decarboxylation via glycine cleavage system
MAP1,GO:0005737,cytoplasm
MAP1,GO:0006508,proteolysis
MAP1,GO:0046872,metal ion binding
MAP1,GO:0070006,metalloaminopeptidase activity
MAP1,GO:0070084,protein initiator methionine removal
PRE10,GO:0005634,nucleus
PRE10,GO:0010499,proteasomal ubiquitin-independent protein catabolic process
PRE10,GO:0019773,"proteasome core complex, alpha-subunit complex"
PRE10,GO:0034515,proteasome storage granule
PRE10,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network
PRE10,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
IPP1,GO:0000287,magnesium ion binding
IPP1,GO:0004427,inorganic diphosphate phosphatase activity
IPP1,GO:0005737,cytoplasm
IPP1,GO:0006796,phosphate-containing compound metabolic process
APT1,GO:0003999,adenine phosphoribosyltransferase activity
APT1,GO:0005737,cytoplasm
APT1,GO:0006166,purine ribonucleoside salvage
APT1,GO:0006168,adenine salvage
APT1,GO:0044209,AMP salvage
MSS116,GO:0003676,nucleic acid binding
MSS116,GO:0004386,helicase activity
MSS116,GO:0005524,ATP binding
PPM1,GO:0008168,methyltransferase activity
PPM1,GO:0032259,methylation
LIPB,GO:0009249,protein lipoylation
LIPB,GO:0033819,lipoyl(octanoyl) transferase activity
YVH1,GO:0004725,protein tyrosine phosphatase activity
YVH1,GO:0006470,protein dephosphorylation
YVH1,GO:0008138,protein tyrosine/serine/threonine phosphatase activity
OGG1,GO:0003684,damaged DNA binding
OGG1,GO:0006285,"base-excision repair, AP site formation"
OGG1,GO:0006289,nucleotide-excision repair
OGG1,GO:0008534,oxidized purine nucleobase lesion DNA N-glycosylase activity
OGG1,GO:0140078,class I DNA-(apurinic or apyrimidinic site) endonuclease activity
ATP7,GO:0000276,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
ATP7,GO:0015078,proton transmembrane transporter activity
ATP7,GO:0015986,proton motive force-driven ATP synthesis
RIO2,GO:0004674,protein serine/threonine kinase activity
RIO2,GO:0005524,ATP binding
RIO2,GO:0006468,protein phosphorylation
SRX1,GO:0005524,ATP binding
SRX1,GO:0032542,sulfiredoxin activity
TAL1,GO:0004801,transaldolase activity
TAL1,GO:0005737,cytoplasm
TAL1,GO:0005975,carbohydrate metabolic process
TAL1,GO:0006098,pentose-phosphate shunt
KSS1,GO:0004707,MAP kinase activity
KSS1,GO:0005524,ATP binding
KSS1,GO:0006468,protein phosphorylation
PNS1,GO:0005886,plasma membrane
PNS1,GO:0022857,transmembrane transporter activity
SQS1,GO:0003676,nucleic acid binding
SQS1,GO:0005634,nucleus
SQS1,GO:0005737,cytoplasm
PUP1,GO:0004298,threonine-type endopeptidase activity
PUP1,GO:0005634,nucleus
PUP1,GO:0005737,cytoplasm
PUP1,GO:0010499,proteasomal ubiquitin-independent protein catabolic process
PUP1,GO:0019774,"proteasome core complex, beta-subunit complex"
PUP1,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
RAD17,GO:0000077,DNA damage checkpoint signaling
RAD17,GO:0003684,damaged DNA binding
RAD17,GO:0003690,double-stranded DNA binding
RAD17,GO:0004518,nuclease activity
RAD17,GO:0006302,double-strand break repair
RAD17,GO:0007131,reciprocal meiotic recombination
RAD17,GO:0030896,checkpoint clamp complex
RPA135,GO:0000428,DNA-directed RNA polymerase complex
RPA135,GO:0003677,DNA binding
RPA135,GO:0003899,DNA-directed 5'-3' RNA polymerase activity
RPA135,GO:0005634,nucleus
RPA135,GO:0006351,DNA-templated transcription
RPA135,GO:0032549,ribonucleoside binding
NAM7,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
NAM7,GO:0003723,RNA binding
NAM7,GO:0003724,RNA helicase activity
NAM7,GO:0005524,ATP binding
NAM7,GO:0005737,cytoplasm
NAM7,GO:0008270,zinc ion binding
SIN4,GO:0016592,mediator complex
BDH2,GO:0004022,alcohol dehydrogenase (NAD+) activity
BDH2,GO:0008270,zinc ion binding
ZWF,GO:0004345,glucose-6-phosphate dehydrogenase activity
ZWF,GO:0006006,glucose metabolic process
ZWF,GO:0006098,pentose-phosphate shunt
ZWF,GO:0050661,NADP binding
DAD1,GO:0005737,cytoplasm
DAD1,GO:0005874,microtubule
DAD1,GO:0007049,cell cycle
DAD1,GO:0042729,DASH complex
DAD1,GO:0051301,cell division
DAD1,GO:0072686,mitotic spindle
TFB2,GO:0000439,transcription factor TFIIH core complex
TFB2,GO:0001671,ATPase activator activity
TFB2,GO:0006289,nucleotide-excision repair
VPS35,GO:0005829,cytosol
VPS35,GO:0015031,protein transport
VPS35,GO:0030906,"retromer, cargo-selective complex"
VPS35,GO:0042147,"retrograde transport, endosome to Golgi"
SEC15,GO:0000145,exocyst
SEC15,GO:0006886,intracellular protein transport
SEC15,GO:0090522,vesicle tethering involved in exocytosis
HAP2,GO:0003677,DNA binding
HAP2,GO:0003700,DNA-binding transcription factor activity
HAP2,GO:0016602,CCAAT-binding factor complex
WRS1,GO:0004830,tryptophan-tRNA ligase activity
WRS1,GO:0005524,ATP binding
WRS1,GO:0006436,tryptophanyl-tRNA aminoacylation
MTR4,GO:0003723,RNA binding
MTR4,GO:0003724,RNA helicase activity
MTR4,GO:0005524,ATP binding
MTR4,GO:0006401,RNA catabolic process
MTR4,GO:0016491,oxidoreductase activity
GUS1,GO:0004818,glutamate-tRNA ligase activity
GUS1,GO:0005524,ATP binding
GUS1,GO:0005737,cytoplasm
GUS1,GO:0006424,glutamyl-tRNA aminoacylation
NCS2,GO:0000049,tRNA binding
NCS2,GO:0002098,tRNA wobble uridine modification
NCS2,GO:0005737,cytoplasm
NCS2,GO:0016779,nucleotidyltransferase activity
NCS2,GO:0032447,protein urmylation
NCS2,GO:0034227,tRNA thio-modification
MCM10,GO:0003690,double-stranded DNA binding
MCM10,GO:0003697,single-stranded DNA binding
MCM10,GO:0005634,nucleus
MCM10,GO:0006270,DNA replication initiation
PCK1,GO:0004612,phosphoenolpyruvate carboxykinase (ATP) activity
PCK1,GO:0005524,ATP binding
PCK1,GO:0006094,gluconeogenesis
PCK1,GO:0016301,kinase activity
PCK1,GO:0016310,phosphorylation
REI1,GO:0003676,nucleic acid binding
REI1,GO:0005737,cytoplasm
REI1,GO:0008270,zinc ion binding
REI1,GO:0042254,ribosome biogenesis
PEX13,GO:0005778,peroxisomal membrane
PEX13,GO:0016560,"protein import into peroxisome matrix, docking"
SNZ3,GO:0036381,pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity
SNZ3,GO:0042823,pyridoxal phosphate biosynthetic process
COQ9,GO:0005739,mitochondrion
COQ9,GO:0006744,ubiquinone biosynthetic process
COQ9,GO:0008289,lipid binding
UBC1,GO:0005524,ATP binding
UBC1,GO:0061631,ubiquitin conjugating enzyme activity
CPA1,GO:0004088,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
CPA1,GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process
CPA1,GO:0006541,glutamine metabolic process
SWC4,GO:0005634,nucleus
SWC4,GO:0006281,DNA repair
SWC4,GO:0006338,chromatin remodeling
SWC4,GO:0035267,NuA4 histone acetyltransferase complex
SWC4,GO:0043967,histone H4 acetylation
SWC4,GO:0043968,histone H2A acetylation
PRO2,GO:0004350,glutamate-5-semialdehyde dehydrogenase activity
PRO2,GO:0050661,NADP binding
PRO2,GO:0055129,L-proline biosynthetic process
TFG2,GO:0003677,DNA binding
TFG2,GO:0003743,translation initiation factor activity
TFG2,GO:0005674,transcription factor TFIIF complex
TFG2,GO:0006367,transcription initiation at RNA polymerase II promoter
BST1,GO:0005789,endoplasmic reticulum membrane
BST1,GO:0015031,protein transport
BST1,GO:0016788,"hydrolase activity, acting on ester bonds"
APE2,GO:0004177,aminopeptidase activity
APE2,GO:0006508,proteolysis
APE2,GO:0008237,metallopeptidase activity
APE2,GO:0008270,zinc ion binding
FRS2,GO:0000049,tRNA binding
FRS2,GO:0004826,phenylalanine-tRNA ligase activity
FRS2,GO:0005524,ATP binding
FRS2,GO:0005737,cytoplasm
FRS2,GO:0006432,phenylalanyl-tRNA aminoacylation
FRS2,GO:0046872,metal ion binding
CDC42,GO:0003925,G protein activity
CDC42,GO:0005525,GTP binding
CDC42,GO:0005737,cytoplasm
CDC42,GO:0005886,plasma membrane
CDC42,GO:0007163,establishment or maintenance of cell polarity
CDC42,GO:0007264,small GTPase mediated signal transduction
CDC42,GO:0043227,membrane-bounded organelle
CDC42,GO:0051128,regulation of cellular component organization
CDC42,GO:0051301,cell division
PTM1,GO:0016020,membrane
MDH3,GO:0006099,tricarboxylic acid cycle
MDH3,GO:0006108,malate metabolic process
MDH3,GO:0030060,L-malate dehydrogenase activity
GPI10,GO:0005789,endoplasmic reticulum membrane
GPI10,GO:0006506,GPI anchor biosynthetic process
GPI10,GO:0016757,glycosyltransferase activity
RPE1,GO:0004750,D-ribulose-phosphate 3-epimerase activity
RPE1,GO:0005975,carbohydrate metabolic process
RPE1,GO:0006098,pentose-phosphate shunt
RPE1,GO:0046872,metal ion binding
TVP18,GO:0000139,Golgi membrane
DLT1,GO:0016020,membrane
PMI40,GO:0004476,mannose-6-phosphate isomerase activity
PMI40,GO:0005975,carbohydrate metabolic process
PMI40,GO:0008270,zinc ion binding
PMI40,GO:0009298,GDP-mannose biosynthetic process
RPL15B,GO:0003735,structural constituent of ribosome
RPL15B,GO:0005840,ribosome
RPL15B,GO:0006412,translation
RPL15B,GO:1990904,ribonucleoprotein complex
INP51,GO:0004439,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"
INP51,GO:0046855,obsolete inositol phosphate dephosphorylation
INP51,GO:0046856,phosphatidylinositol dephosphorylation
SED5,GO:0005484,SNAP receptor activity
SED5,GO:0006886,intracellular protein transport
SED5,GO:0016020,membrane
SED5,GO:0016192,vesicle-mediated transport
SED5,GO:0043231,intracellular membrane-bounded organelle
SNF5,GO:0000228,nuclear chromosome
SNF5,GO:0006338,chromatin remodeling
SNF5,GO:0070603,SWI/SNF superfamily-type complex
CTT1,GO:0004096,catalase activity
CTT1,GO:0006979,response to oxidative stress
CTT1,GO:0020037,heme binding
CTT1,GO:0042744,hydrogen peroxide catabolic process
CTT1,GO:0046872,metal ion binding
RPS0,GO:0000028,ribosomal small subunit assembly
RPS0,GO:0003735,structural constituent of ribosome
RPS0,GO:0006412,translation
RPS0,GO:0022627,cytosolic small ribosomal subunit
HIR1,GO:0005634,nucleus
HIR1,GO:0006325,chromatin organization
HIR1,GO:0006351,DNA-templated transcription
HIR1,GO:0006355,regulation of DNA-templated transcription
UTP22,GO:0003723,RNA binding
UTP22,GO:0005730,nucleolus
UTP22,GO:0006364,rRNA processing
UTP22,GO:1990904,ribonucleoprotein complex
HEM13,GO:0004109,coproporphyrinogen oxidase activity
HEM13,GO:0006782,protoporphyrinogen IX biosynthetic process
SCL1,GO:0005634,nucleus
SCL1,GO:0010499,proteasomal ubiquitin-independent protein catabolic process
SCL1,GO:0019773,"proteasome core complex, alpha-subunit complex"
SCL1,GO:0034515,proteasome storage granule
SCL1,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network
SCL1,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
DIP5,GO:0006865,amino acid transport
DIP5,GO:0016020,membrane
DIP5,GO:0022857,transmembrane transporter activity
CIR1,GO:0005759,mitochondrial matrix
CIR1,GO:0009055,electron transfer activity
POB3,GO:0003677,DNA binding
POB3,GO:0005634,nucleus
POB3,GO:0005694,chromosome
POB3,GO:0006260,DNA replication
POB3,GO:0006281,DNA repair
PIS1,GO:0003881,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity
PIS1,GO:0008654,phospholipid biosynthetic process
PIS1,GO:0016020,membrane
TPI1,GO:0004807,triose-phosphate isomerase activity
TPI1,GO:0006094,gluconeogenesis
TPI1,GO:0006096,glycolytic process
TRM44,GO:0005737,cytoplasm
TRM44,GO:0016300,tRNA (uracil) methyltransferase activity
ESP1,GO:0000280,nuclear division
ESP1,GO:0004197,cysteine-type endopeptidase activity
ESP1,GO:0005634,nucleus
ESP1,GO:0006508,proteolysis
ESP1,GO:0098813,nuclear chromosome segregation
GTF1,GO:0005524,ATP binding
GTF1,GO:0005743,mitochondrial inner membrane
GTF1,GO:0016740,transferase activity
GTF1,GO:0030956,glutamyl-tRNA(Gln) amidotransferase complex
GTF1,GO:0032543,mitochondrial translation
GTF1,GO:0050567,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
GTF1,GO:0070681,glutaminyl-tRNAGln biosynthesis via transamidation
SMC4,GO:0000278,mitotic cell cycle
SMC4,GO:0005524,ATP binding
SMC4,GO:0005634,nucleus
SMC4,GO:0005694,chromosome
SMC4,GO:0007059,chromosome segregation
SMC4,GO:0016887,ATP hydrolysis activity
SMC4,GO:0051276,chromosome organization
SMC4,GO:0051301,cell division
RPB2,GO:0000428,DNA-directed RNA polymerase complex
RPB2,GO:0003677,DNA binding
RPB2,GO:0003899,DNA-directed 5'-3' RNA polymerase activity
RPB2,GO:0006351,DNA-templated transcription
RPB2,GO:0032549,ribonucleoside binding
RPB2,GO:0046872,metal ion binding
PEX3,GO:0005778,peroxisomal membrane
PEX3,GO:0007031,peroxisome organization
DUT1,GO:0000287,magnesium ion binding
DUT1,GO:0004170,dUTP diphosphatase activity
DUT1,GO:0006226,dUMP biosynthetic process
DUT1,GO:0046081,dUTP catabolic process
TRM1,GO:0000049,tRNA binding
TRM1,GO:0004809,tRNA (guanine-N2-)-methyltransferase activity
FKS1,GO:0000148,"1,3-beta-D-glucan synthase complex"
FKS1,GO:0003843,"1,3-beta-D-glucan synthase activity"
FKS1,GO:0006075,(1->3)-beta-D-glucan biosynthetic process
FKS1,GO:0009272,fungal-type cell wall biogenesis
SWF1,GO:0016020,membrane
SWF1,GO:0019706,protein-cysteine S-palmitoyltransferase activity
THG1,GO:0000287,magnesium ion binding
THG1,GO:0005525,GTP binding
THG1,GO:0006400,tRNA modification
THG1,GO:0008193,tRNA guanylyltransferase activity
SRB4,GO:0003712,transcription coregulator activity
SRB4,GO:0006357,regulation of transcription by RNA polymerase II
SRB4,GO:0016592,mediator complex
SLX4,GO:0004519,endonuclease activity
SLX4,GO:0006260,DNA replication
SLX4,GO:0006281,DNA repair
SLX4,GO:0006310,DNA recombination
SLX4,GO:0006996,organelle organization
SLX4,GO:0033557,Slx1-Slx4 complex
MED4,GO:0003712,transcription coregulator activity
MED4,GO:0006357,regulation of transcription by RNA polymerase II
MED4,GO:0016592,mediator complex
CDC14,GO:0004725,protein tyrosine phosphatase activity
CDC14,GO:0006470,protein dephosphorylation
CDC14,GO:0007049,cell cycle
CDC14,GO:0008138,protein tyrosine/serine/threonine phosphatase activity
CDC14,GO:0043227,membrane-bounded organelle
CDC14,GO:0043232,intracellular non-membrane-bounded organelle
CDC14,GO:0051301,cell division
SLC1,GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity
SLC1,GO:0008654,phospholipid biosynthetic process
SLC1,GO:0016020,membrane
SSY5,GO:0005886,plasma membrane
SSY5,GO:0006508,proteolysis
SSY5,GO:0008233,peptidase activity
CYT2,GO:0004408,holocytochrome-c synthase activity
CYT2,GO:0005743,mitochondrial inner membrane
CYT2,GO:0046872,metal ion binding
PEP3,GO:0006886,intracellular protein transport
PEP3,GO:0016192,vesicle-mediated transport
PEP3,GO:0033263,CORVET complex
PEP3,GO:0046872,metal ion binding
PEP3,GO:0098588,bounding membrane of organelle
SHS1,GO:0005525,GTP binding
SHS1,GO:0005619,ascospore wall
SHS1,GO:0005935,cellular bud neck
SHS1,GO:0031105,septin complex
THS1,GO:0004829,threonine-tRNA ligase activity
THS1,GO:0005524,ATP binding
THS1,GO:0005737,cytoplasm
THS1,GO:0006435,threonyl-tRNA aminoacylation
ADH2,GO:0004022,alcohol dehydrogenase (NAD+) activity
ADH2,GO:0008270,zinc ion binding
DHR2,GO:0003676,nucleic acid binding
DHR2,GO:0004386,helicase activity
DHR2,GO:0005524,ATP binding
DHR2,GO:0006396,RNA processing
DHR2,GO:0022613,ribonucleoprotein complex biogenesis
DHR2,GO:1990904,ribonucleoprotein complex
RIB7,GO:0008703,5-amino-6-(5-phosphoribosylamino)uracil reductase activity
RIB7,GO:0009231,riboflavin biosynthetic process
RIB7,GO:0050661,NADP binding
SCC2,GO:0003682,chromatin binding
SCC2,GO:0005634,nucleus
SCC2,GO:0010468,regulation of gene expression
SCC2,GO:0061780,mitotic cohesin loading
GAR1,GO:0001522,pseudouridine synthesis
GAR1,GO:0003723,RNA binding
GAR1,GO:0005730,nucleolus
GAR1,GO:0006364,rRNA processing
GAR1,GO:1990904,ribonucleoprotein complex
ILV1,GO:0004794,L-threonine ammonia-lyase activity
ILV1,GO:0009097,isoleucine biosynthetic process
ILV1,GO:0030170,pyridoxal phosphate binding
RRP8,GO:0005730,nucleolus
RRP8,GO:0006364,rRNA processing
RRP8,GO:0008168,methyltransferase activity
RRP8,GO:0032259,methylation
RPA190,GO:0000428,DNA-directed RNA polymerase complex
RPA190,GO:0003677,DNA binding
RPA190,GO:0003899,DNA-directed 5'-3' RNA polymerase activity
RPA190,GO:0005634,nucleus
RPA190,GO:0006351,DNA-templated transcription
RVB1,GO:0004386,helicase activity
RVB1,GO:0005524,ATP binding
RVB1,GO:0005634,nucleus
RVB1,GO:0006281,DNA repair
RVB1,GO:0006325,chromatin organization
RVB1,GO:0008094,"ATP-dependent activity, acting on DNA"
RVB1,GO:0016887,ATP hydrolysis activity
TMA22,GO:0003743,translation initiation factor activity
TMA22,GO:0005737,cytoplasm
TMA22,GO:0005840,ribosome
TMA22,GO:1990904,ribonucleoprotein complex
PYK1,GO:0000287,magnesium ion binding
PYK1,GO:0004743,pyruvate kinase activity
PYK1,GO:0005524,ATP binding
PYK1,GO:0016301,kinase activity
PYK1,GO:0030955,potassium ion binding
YAF9,GO:0000812,Swr1 complex
YAF9,GO:0005737,cytoplasm
YAF9,GO:0006281,DNA repair
YAF9,GO:0006325,chromatin organization
YAF9,GO:0006355,regulation of DNA-templated transcription
YAF9,GO:0035267,NuA4 histone acetyltransferase complex
CDC9,GO:0003677,DNA binding
CDC9,GO:0003910,DNA ligase (ATP) activity
CDC9,GO:0005524,ATP binding
CDC9,GO:0006260,DNA replication
CDC9,GO:0006281,DNA repair
CDC9,GO:0006310,DNA recombination
CDC9,GO:0071897,DNA biosynthetic process
RAP1,GO:0000781,"chromosome, telomeric region"
RAP1,GO:0003677,DNA binding
RAP1,GO:0005634,nucleus
RAP1,GO:0006355,regulation of DNA-templated transcription
RAP1,GO:0010604,positive regulation of macromolecule metabolic process
RAP1,GO:0010833,telomere maintenance via telomere lengthening
RAP1,GO:0045935,positive regulation of nucleobase-containing compound metabolic process
NAF1,GO:0000493,box H/ACA snoRNP assembly
NAF1,GO:0001522,pseudouridine synthesis
NAF1,GO:0003723,RNA binding
NAF1,GO:0005634,nucleus
NAF1,GO:0005732,sno(s)RNA-containing ribonucleoprotein complex
NAF1,GO:0042254,ribosome biogenesis
NUS1,GO:0005783,endoplasmic reticulum
NUS1,GO:0006486,protein glycosylation
NUS1,GO:0016020,membrane
NUS1,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
NUS1,GO:0019408,dolichol biosynthetic process
NUS1,GO:1904423,dehydrodolichyl diphosphate synthase complex
ALG9,GO:0005789,endoplasmic reticulum membrane
ALG9,GO:0006486,protein glycosylation
ALG9,GO:0052918,"dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity"
ALG9,GO:0052926,"dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity"
QNS1,GO:0003952,NAD+ synthase (glutamine-hydrolyzing) activity
QNS1,GO:0004359,glutaminase activity
QNS1,GO:0005524,ATP binding
QNS1,GO:0005737,cytoplasm
QNS1,GO:0009435,NAD biosynthetic process
SSU72,GO:0005634,nucleus
SSU72,GO:0006397,mRNA processing
SSU72,GO:0017018,myosin phosphatase activity
CCT4,GO:0005524,ATP binding
CCT4,GO:0005832,chaperonin-containing T-complex
CCT4,GO:0016887,ATP hydrolysis activity
CCT4,GO:0051082,unfolded protein binding
CCT4,GO:0051086,chaperone mediated protein folding independent of cofactor
CCT4,GO:0140662,ATP-dependent protein folding chaperone
PTC7,GO:0016020,membrane
PTC7,GO:0017018,myosin phosphatase activity
PTC7,GO:0046872,metal ion binding
URE2,GO:0003714,transcription corepressor activity
URE2,GO:0006808,regulation of nitrogen utilization
URE2,GO:0042128,nitrate assimilation
PRI2,GO:0003677,DNA binding
PRI2,GO:0005658,alpha DNA polymerase:primase complex
PRI2,GO:0006269,"DNA replication, synthesis of RNA primer"
PRI2,GO:0006270,DNA replication initiation
PRI2,GO:0046872,metal ion binding
PRI2,GO:0051539,"4 iron, 4 sulfur cluster binding"
MET22,GO:0000103,sulfate assimilation
MET22,GO:0008441,"3'(2'),5'-bisphosphate nucleotidase activity"
MET22,GO:0046854,phosphatidylinositol phosphate biosynthetic process
MET22,GO:0046855,obsolete inositol phosphate dephosphorylation
MET22,GO:0046872,metal ion binding
ISW2,GO:0003677,DNA binding
ISW2,GO:0005524,ATP binding
ISW2,GO:0005634,nucleus
ISW2,GO:0006355,regulation of DNA-templated transcription
ISW2,GO:0016787,hydrolase activity
ISW2,GO:0031491,nucleosome binding
ISW2,GO:0140658,ATP-dependent chromatin remodeler activity
KGD1,GO:0004591,oxoglutarate dehydrogenase (succinyl-transferring) activity
KGD1,GO:0006099,tricarboxylic acid cycle
KGD1,GO:0030976,thiamine pyrophosphate binding
TIM18,GO:0005743,mitochondrial inner membrane
PHO89,GO:0005315,inorganic phosphate transmembrane transporter activity
PHO89,GO:0006817,phosphate ion transport
PHO89,GO:0015293,symporter activity
PHO89,GO:0016020,membrane
CLU1,GO:0003723,RNA binding
CLU1,GO:0005737,cytoplasm
CLU1,GO:0007005,mitochondrion organization
DPH5,GO:0004164,diphthine synthase activity
DPH5,GO:0017183,peptidyl-diphthamide biosynthetic process from peptidyl-histidine
DPH5,GO:0032259,methylation
AMD1,GO:0003876,AMP deaminase activity
AMD1,GO:0032264,IMP salvage
NUP116,GO:0006606,protein import into nucleus
NUP116,GO:0017056,structural constituent of nuclear pore
NUP116,GO:0031965,nuclear membrane
NUP116,GO:0044613,nuclear pore central transport channel
NUP116,GO:0051028,mRNA transport
KIP2,GO:0003777,microtubule motor activity
KIP2,GO:0005524,ATP binding
KIP2,GO:0005874,microtubule
KIP2,GO:0007018,microtubule-based movement
KIP2,GO:0008017,microtubule binding
ERP4,GO:0005737,cytoplasm
ERP4,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport
ERP4,GO:0016020,membrane
SEC53,GO:0004615,phosphomannomutase activity
SEC53,GO:0005737,cytoplasm
SEC53,GO:0009298,GDP-mannose biosynthetic process
KIN28,GO:0005524,ATP binding
KIN28,GO:0006468,protein phosphorylation
KIN28,GO:0008353,RNA polymerase II CTD heptapeptide repeat kinase activity
KIN28,GO:0070985,transcription factor TFIIK complex
SOR1,GO:0004022,alcohol dehydrogenase (NAD+) activity
SOR1,GO:0008270,zinc ion binding
RRP46,GO:0000176,nuclear exosome (RNase complex)
RRP46,GO:0000177,cytoplasmic exosome (RNase complex)
RRP46,GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
RRP46,GO:0005730,nucleolus
RRP46,GO:0070478,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
RRP46,GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay"
RRP46,GO:0070651,nonfunctional rRNA decay
RRP46,GO:0071038,nuclear polyadenylation-dependent tRNA catabolic process
RET3,GO:0000139,Golgi membrane
RET3,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
RET3,GO:0015031,protein transport
RET3,GO:0030126,COPI vesicle coat
VMA21,GO:0005789,endoplasmic reticulum membrane
VMA21,GO:0012507,ER to Golgi transport vesicle membrane
VMA21,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane
VMA21,GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly
URA2,GO:0004070,aspartate carbamoyltransferase activity
URA2,GO:0004088,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
URA2,GO:0005524,ATP binding
URA2,GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process
URA2,GO:0006541,glutamine metabolic process
