Gene_names,GO_terms,GO_names
KLMA_60427,GO:0004001,adenosine kinase activity
KLMA_60427,GO:0005524,ATP binding
KLMA_60427,GO:0006166,purine ribonucleoside salvage
KLMA_60427,GO:0016310,phosphorylation
KLMA_60427,GO:0044209,AMP salvage
KLMA_50110,GO:0003677,DNA binding
KLMA_50110,GO:0003887,DNA-directed DNA polymerase activity
KLMA_50110,GO:0005760,gamma DNA polymerase complex
KLMA_50110,GO:0006260,DNA replication
KLMA_70162,GO:0004106,chorismate mutase activity
KLMA_70162,GO:0004664,prephenate dehydratase activity
KLMA_70162,GO:0009094,L-phenylalanine biosynthetic process
KLMA_70172,GO:0005737,cytoplasm
KLMA_70172,GO:0016192,vesicle-mediated transport
KLMA_70172,GO:0016279,protein-lysine N-methyltransferase activity
KLMA_70172,GO:0018022,peptidyl-lysine methylation
KLMA_60175,GO:0033180,"proton-transporting V-type ATPase, V1 domain"
KLMA_60175,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
KLMA_60442,GO:0000049,tRNA binding
KLMA_60442,GO:0003743,translation initiation factor activity
KLMA_60442,GO:0003924,GTPase activity
KLMA_60442,GO:0005525,GTP binding
KLMA_70177,GO:0003723,RNA binding
KLMA_70177,GO:0004842,ubiquitin-protein transferase activity
KLMA_70177,GO:0030014,CCR4-NOT complex
KLMA_70177,GO:0046872,metal ion binding
KLMA_60180,GO:0008643,carbohydrate transport
KLMA_60180,GO:0016020,membrane
KLMA_60180,GO:0022857,transmembrane transporter activity
KLMA_60452,GO:0005975,carbohydrate metabolic process
KLMA_60452,GO:0042132,"fructose 1,6-bisphosphate 1-phosphatase activity"
KLMA_60452,GO:0046872,metal ion binding
KLMA_70192,GO:0005975,carbohydrate metabolic process
KLMA_70192,GO:0006098,pentose-phosphate shunt
KLMA_70192,GO:0017057,6-phosphogluconolactonase activity
KLMA_60457,GO:0005789,endoplasmic reticulum membrane
KLMA_60457,GO:0016126,sterol biosynthetic process
KLMA_60457,GO:0016853,isomerase activity
KLMA_60462,GO:0004462,lactoylglutathione lyase activity
KLMA_60462,GO:0046872,metal ion binding
KLMA_60210,GO:0003743,translation initiation factor activity
KLMA_60210,GO:0003924,GTPase activity
KLMA_60210,GO:0005525,GTP binding
KLMA_70449,GO:0003723,RNA binding
KLMA_70449,GO:0003724,RNA helicase activity
KLMA_70449,GO:0005524,ATP binding
KLMA_70449,GO:0005730,nucleolus
KLMA_70449,GO:0006364,rRNA processing
KLMA_70449,GO:0016787,hydrolase activity
KLMA_70212,GO:0016274,protein-arginine N-methyltransferase activity
KLMA_70212,GO:0035246,peptidyl-arginine N-methylation
KLMA_60487,GO:0005774,vacuolar membrane
KLMA_60487,GO:0015369,calcium:proton antiporter activity
KLMA_60235,GO:0003676,nucleic acid binding
KLMA_60235,GO:0003724,RNA helicase activity
KLMA_60235,GO:0005524,ATP binding
KLMA_60235,GO:0016787,hydrolase activity
KLMA_60492,GO:0005739,mitochondrion
KLMA_60492,GO:0032780,negative regulation of ATP-dependent activity
KLMA_60492,GO:0042030,ATPase inhibitor activity
KLMA_80016,GO:0003723,RNA binding
KLMA_80016,GO:0052909,18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity
KLMA_60245,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
KLMA_60245,GO:0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA
KLMA_60245,GO:0003723,RNA binding
KLMA_60245,GO:0005737,cytoplasm
KLMA_60245,GO:0030145,manganese ion binding
KLMA_60245,GO:0050072,obsolete m7G(5')pppN diphosphatase activity
KLMA_80021,GO:0005524,ATP binding
KLMA_80021,GO:0016020,membrane
KLMA_80021,GO:0016887,ATP hydrolysis activity
KLMA_80021,GO:0140359,ABC-type transporter activity
KLMA_50145,GO:0005789,endoplasmic reticulum membrane
KLMA_50145,GO:0071816,tail-anchored membrane protein insertion into ER membrane
KLMA_60250,GO:0004222,metalloendopeptidase activity
KLMA_60250,GO:0004252,serine-type endopeptidase activity
KLMA_60250,GO:0005634,nucleus
KLMA_60250,GO:0006508,proteolysis
KLMA_60250,GO:0006915,apoptotic process
KLMA_80031,GO:0003777,microtubule motor activity
KLMA_80031,GO:0005524,ATP binding
KLMA_80031,GO:0005874,microtubule
KLMA_80031,GO:0007018,microtubule-based movement
KLMA_80031,GO:0008017,microtubule binding
KLMA_50155,GO:0003779,actin binding
KLMA_50155,GO:0005856,cytoskeleton
KLMA_50155,GO:0005886,plasma membrane
KLMA_50155,GO:0006897,endocytosis
KLMA_50155,GO:0010008,endosome membrane
KLMA_50155,GO:0030674,protein-macromolecule adaptor activity
KLMA_50155,GO:0042802,identical protein binding
KLMA_50155,GO:0043130,ubiquitin binding
KLMA_60497,GO:0005524,ATP binding
KLMA_60497,GO:0005774,vacuolar membrane
KLMA_60497,GO:0012505,endomembrane system
KLMA_60497,GO:0033180,"proton-transporting V-type ATPase, V1 domain"
KLMA_60497,GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism"
KLMA_60497,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
KLMA_70262,GO:0004128,"cytochrome-b5 reductase activity, acting on NAD(P)H"
KLMA_70262,GO:0016020,membrane
KLMA_50165,GO:0000139,Golgi membrane
KLMA_50165,GO:0005789,endoplasmic reticulum membrane
KLMA_50165,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport
KLMA_50165,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
KLMA_50165,GO:0030134,COPII-coated ER to Golgi transport vesicle
KLMA_50165,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane
KLMA_50170,GO:0003735,structural constituent of ribosome
KLMA_50170,GO:0006412,translation
KLMA_50170,GO:0022627,cytosolic small ribosomal subunit
KLMA_70272,GO:0003712,transcription coregulator activity
KLMA_70272,GO:0006357,regulation of transcription by RNA polymerase II
KLMA_70272,GO:0016592,mediator complex
KLMA_60275,GO:0004605,phosphatidate cytidylyltransferase activity
KLMA_60275,GO:0016020,membrane
KLMA_60275,GO:0016024,CDP-diacylglycerol biosynthetic process
KLMA_50175,GO:0003735,structural constituent of ribosome
KLMA_50175,GO:0005761,mitochondrial ribosome
KLMA_50175,GO:0006412,translation
KLMA_80066,GO:0004856,xylulokinase activity
KLMA_80066,GO:0005524,ATP binding
KLMA_80066,GO:0042732,D-xylose metabolic process
KLMA_60507,GO:0008643,carbohydrate transport
KLMA_60507,GO:0016020,membrane
KLMA_60507,GO:0022857,transmembrane transporter activity
KLMA_50195,GO:0005744,TIM23 mitochondrial import inner membrane translocase complex
KLMA_50195,GO:0030150,protein import into mitochondrial matrix
KLMA_60512,GO:0000428,DNA-directed RNA polymerase complex
KLMA_60512,GO:0003677,DNA binding
KLMA_60512,GO:0003899,DNA-directed 5'-3' RNA polymerase activity
KLMA_60512,GO:0005634,nucleus
KLMA_60512,GO:0006366,transcription by RNA polymerase II
KLMA_60512,GO:0046872,metal ion binding
KLMA_50200,GO:0005840,ribosome
KLMA_50200,GO:0042254,ribosome biogenesis
KLMA_50200,GO:1990904,ribonucleoprotein complex
KLMA_80091,GO:0000176,nuclear exosome (RNase complex)
KLMA_80091,GO:0000177,cytoplasmic exosome (RNase complex)
KLMA_80091,GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KLMA_80091,GO:0005730,nucleolus
KLMA_80091,GO:0070478,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
KLMA_80091,GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay"
KLMA_80091,GO:0070651,nonfunctional rRNA decay
KLMA_80091,GO:0071038,nuclear polyadenylation-dependent tRNA catabolic process
KLMA_60527,GO:0003676,nucleic acid binding
KLMA_60527,GO:0004824,lysine-tRNA ligase activity
KLMA_60527,GO:0005524,ATP binding
KLMA_60527,GO:0005737,cytoplasm
KLMA_60527,GO:0006430,lysyl-tRNA aminoacylation
KLMA_80106,GO:0005743,mitochondrial inner membrane
KLMA_80106,GO:0015187,glycine transmembrane transporter activity
KLMA_80106,GO:1904983,glycine import into mitochondrion
KLMA_80111,GO:0004843,cysteine-type deubiquitinase activity
KLMA_80111,GO:0006511,ubiquitin-dependent protein catabolic process
KLMA_80111,GO:0016579,protein deubiquitination
KLMA_60537,GO:0005634,nucleus
KLMA_60537,GO:0006281,DNA repair
KLMA_60537,GO:0016226,iron-sulfur cluster assembly
KLMA_60537,GO:0097361,CIA complex
KLMA_60537,GO:0097428,protein maturation by iron-sulfur cluster transfer
KLMA_60335,GO:0004471,malate dehydrogenase (decarboxylating) (NAD+) activity
KLMA_60335,GO:0046872,metal ion binding
KLMA_60335,GO:0051287,NAD binding
KLMA_80126,GO:0005730,nucleolus
KLMA_80126,GO:0006364,rRNA processing
KLMA_80126,GO:0034511,U3 snoRNA binding
KLMA_80126,GO:1990904,ribonucleoprotein complex
KLMA_50250,GO:0005789,endoplasmic reticulum membrane
KLMA_50250,GO:0006506,GPI anchor biosynthetic process
KLMA_50250,GO:0008484,sulfuric ester hydrolase activity
KLMA_50250,GO:0051377,mannose-ethanolamine phosphotransferase activity
KLMA_50250,GO:0071555,cell wall organization
KLMA_70342,GO:0006886,intracellular protein transport
KLMA_70342,GO:0030122,AP-2 adaptor complex
KLMA_70342,GO:0035615,clathrin adaptor activity
KLMA_70342,GO:0072583,clathrin-dependent endocytosis
KLMA_80141,GO:0004339,"glucan 1,4-alpha-glucosidase activity"
KLMA_80141,GO:0005976,polysaccharide metabolic process
KLMA_80141,GO:0016020,membrane
KLMA_50260,GO:0004601,peroxidase activity
KLMA_50260,GO:0020037,heme binding
KLMA_50260,GO:0034599,cellular response to oxidative stress
KLMA_50260,GO:0046872,metal ion binding
KLMA_70015,GO:0016020,membrane
KLMA_70015,GO:0019706,protein-cysteine S-palmitoyltransferase activity
KLMA_70347,GO:0005819,spindle
KLMA_70347,GO:0005874,microtubule
KLMA_70347,GO:0051301,cell division
KLMA_50265,GO:0005789,endoplasmic reticulum membrane
KLMA_80151,GO:0004377,"GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity"
KLMA_80151,GO:0005789,endoplasmic reticulum membrane
KLMA_80151,GO:0006486,protein glycosylation
KLMA_50270,GO:0008686,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity"
KLMA_50270,GO:0009231,riboflavin biosynthetic process
KLMA_50270,GO:0046872,metal ion binding
KLMA_70025,GO:0000324,fungal-type vacuole
KLMA_70025,GO:0004190,aspartic-type endopeptidase activity
KLMA_70025,GO:0006508,proteolysis
KLMA_50280,GO:0000775,"chromosome, centromeric region"
KLMA_50280,GO:0003746,translation elongation factor activity
KLMA_50280,GO:0005634,nucleus
KLMA_50280,GO:0008270,zinc ion binding
KLMA_50280,GO:0032786,"positive regulation of DNA-templated transcription, elongation"
KLMA_60370,GO:0005743,mitochondrial inner membrane
KLMA_60370,GO:0006850,mitochondrial pyruvate transmembrane transport
KLMA_60375,GO:0006665,sphingolipid metabolic process
KLMA_60375,GO:0016020,membrane
KLMA_60375,GO:0016491,oxidoreductase activity
KLMA_70040,GO:0004843,cysteine-type deubiquitinase activity
KLMA_70040,GO:0005737,cytoplasm
KLMA_70040,GO:0016579,protein deubiquitination
KLMA_70367,GO:0005789,endoplasmic reticulum membrane
KLMA_70367,GO:0030246,carbohydrate binding
KLMA_70367,GO:0030433,ubiquitin-dependent ERAD pathway
KLMA_70367,GO:0030968,endoplasmic reticulum unfolded protein response
KLMA_80171,GO:0005634,nucleus
KLMA_80171,GO:0008168,methyltransferase activity
KLMA_80171,GO:0030488,tRNA methylation
KLMA_80171,GO:0031515,tRNA (m1A) methyltransferase complex
KLMA_50295,GO:0004386,helicase activity
KLMA_50295,GO:0005524,ATP binding
KLMA_50295,GO:0006355,regulation of DNA-templated transcription
KLMA_50295,GO:0016787,hydrolase activity
KLMA_50295,GO:0042393,histone binding
KLMA_50295,GO:0070603,SWI/SNF superfamily-type complex
KLMA_50295,GO:0140658,ATP-dependent chromatin remodeler activity
KLMA_60380,GO:0005783,endoplasmic reticulum
KLMA_60380,GO:0005794,Golgi apparatus
KLMA_60380,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport
KLMA_60380,GO:0006891,intra-Golgi vesicle-mediated transport
KLMA_60380,GO:0030008,TRAPP complex
KLMA_70045,GO:0005507,copper ion binding
KLMA_70045,GO:0006811,monoatomic ion transport
KLMA_70045,GO:0016020,membrane
KLMA_70045,GO:0016491,oxidoreductase activity
KLMA_70045,GO:0055072,obsolete iron ion homeostasis
KLMA_60385,GO:0003724,RNA helicase activity
KLMA_60385,GO:0005524,ATP binding
KLMA_60385,GO:0005739,mitochondrion
KLMA_60385,GO:0016817,"hydrolase activity, acting on acid anhydrides"
KLMA_70377,GO:0004035,alkaline phosphatase activity
KLMA_70377,GO:0006796,phosphate-containing compound metabolic process
KLMA_70377,GO:0016020,membrane
KLMA_70377,GO:0019637,organophosphate metabolic process
KLMA_60390,GO:0005634,nucleus
KLMA_60390,GO:0005737,cytoplasm
KLMA_70382,GO:0006857,oligopeptide transport
KLMA_70382,GO:0016020,membrane
KLMA_70382,GO:0022857,transmembrane transporter activity
KLMA_70387,GO:0003677,DNA binding
KLMA_70387,GO:0003678,DNA helicase activity
KLMA_70387,GO:0005524,ATP binding
KLMA_70387,GO:0006289,nucleotide-excision repair
KLMA_70387,GO:0006367,transcription initiation at RNA polymerase II promoter
KLMA_70387,GO:0016787,hydrolase activity
KLMA_80196,GO:0005886,plasma membrane
KLMA_80196,GO:0042123,glucanosyltransferase activity
KLMA_80196,GO:0071840,cellular component organization or biogenesis
KLMA_80196,GO:0071852,fungal-type cell wall organization or biogenesis
KLMA_60400,GO:0000124,SAGA complex
KLMA_60400,GO:0003713,transcription coactivator activity
KLMA_60400,GO:0006325,chromatin organization
KLMA_60400,GO:0008270,zinc ion binding
KLMA_60400,GO:0016578,histone deubiquitination
KLMA_60400,GO:0071819,DUBm complex
KLMA_80201,GO:0004843,cysteine-type deubiquitinase activity
KLMA_80201,GO:0006511,ubiquitin-dependent protein catabolic process
KLMA_80201,GO:0016579,protein deubiquitination
KLMA_70402,GO:0005759,mitochondrial matrix
KLMA_70402,GO:0006121,"mitochondrial electron transport, succinate to ubiquinone"
KLMA_70402,GO:0018293,protein-FAD linkage
KLMA_60410,GO:0000139,Golgi membrane
KLMA_60410,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
KLMA_60410,GO:0015031,protein transport
KLMA_60410,GO:0030126,COPI vesicle coat
KLMA_50340,GO:0005047,signal recognition particle binding
KLMA_50340,GO:0005730,nucleolus
KLMA_50340,GO:0005786,"signal recognition particle, endoplasmic reticulum targeting"
KLMA_50340,GO:0006614,SRP-dependent cotranslational protein targeting to membrane
KLMA_50340,GO:0008312,7S RNA binding
KLMA_50340,GO:0030942,endoplasmic reticulum signal peptide binding
KLMA_60420,GO:0004148,dihydrolipoyl dehydrogenase activity
KLMA_60420,GO:0050660,flavin adenine dinucleotide binding
KLMA_80221,GO:0004751,ribose-5-phosphate isomerase activity
KLMA_80221,GO:0009052,"pentose-phosphate shunt, non-oxidative branch"
KLMA_70412,GO:0005634,nucleus
KLMA_70412,GO:0006511,ubiquitin-dependent protein catabolic process
KLMA_70412,GO:0061630,ubiquitin protein ligase activity
KLMA_50345,GO:0004067,asparaginase activity
KLMA_50345,GO:0006530,asparagine catabolic process
KLMA_50345,GO:0110165,cellular anatomical entity
KLMA_70100,GO:0000444,MIS12/MIND type complex
KLMA_70100,GO:0005634,nucleus
KLMA_70100,GO:0007059,chromosome segregation
KLMA_70100,GO:0051301,cell division
KLMA_70422,GO:0005524,ATP binding
KLMA_70422,GO:0005737,cytoplasm
KLMA_70422,GO:0008233,peptidase activity
KLMA_70422,GO:0008540,"proteasome regulatory particle, base subcomplex"
KLMA_70422,GO:0016887,ATP hydrolysis activity
KLMA_70422,GO:0036402,proteasome-activating activity
KLMA_70422,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
KLMA_70422,GO:0070682,proteasome regulatory particle assembly
KLMA_70115,GO:0072546,EMC complex
KLMA_60435,GO:0005524,ATP binding
KLMA_60435,GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)"
KLMA_60435,GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism"
KLMA_60435,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
KLMA_70125,GO:0005634,nucleus
KLMA_70125,GO:0006281,DNA repair
KLMA_70125,GO:0006325,chromatin organization
KLMA_70125,GO:0016573,histone acetylation
KLMA_70125,GO:0035267,NuA4 histone acetyltransferase complex
KLMA_60445,GO:0004421,hydroxymethylglutaryl-CoA synthase activity
KLMA_60445,GO:0006084,acetyl-CoA metabolic process
KLMA_60445,GO:0010142,"farnesyl diphosphate biosynthetic process, mevalonate pathway"
KLMA_70140,GO:0005524,ATP binding
KLMA_70140,GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)"
KLMA_70140,GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism"
KLMA_50385,GO:0005730,nucleolus
KLMA_50390,GO:0005789,endoplasmic reticulum membrane
KLMA_50390,GO:0016740,transferase activity
KLMA_50390,GO:0018279,protein N-linked glycosylation via asparagine
KLMA_70442,GO:0005643,nuclear pore
KLMA_70442,GO:0015031,protein transport
KLMA_70442,GO:0016020,membrane
KLMA_70442,GO:0017056,structural constituent of nuclear pore
KLMA_70442,GO:0051028,mRNA transport
KLMA_70160,GO:0003712,transcription coregulator activity
KLMA_70160,GO:0006357,regulation of transcription by RNA polymerase II
KLMA_70160,GO:0016592,mediator complex
KLMA_50400,GO:0002098,tRNA wobble uridine modification
KLMA_50400,GO:0005829,cytosol
KLMA_50400,GO:0032447,protein urmylation
KLMA_50400,GO:0034227,tRNA thio-modification
KLMA_60470,GO:0005744,TIM23 mitochondrial import inner membrane translocase complex
KLMA_60470,GO:0008320,protein transmembrane transporter activity
KLMA_60470,GO:0030150,protein import into mitochondrial matrix
KLMA_70170,GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
KLMA_70170,GO:0005524,ATP binding
KLMA_70170,GO:0006260,DNA replication
KLMA_70170,GO:0009263,deoxyribonucleotide biosynthetic process
KLMA_80286,GO:0005524,ATP binding
KLMA_80286,GO:0019781,NEDD8 activating enzyme activity
KLMA_80286,GO:0045116,protein neddylation
KLMA_70175,GO:0003942,N-acetyl-gamma-glutamyl-phosphate reductase activity
KLMA_70175,GO:0003991,acetylglutamate kinase activity
KLMA_70175,GO:0005524,ATP binding
KLMA_70175,GO:0005739,mitochondrion
KLMA_70175,GO:0006526,arginine biosynthetic process
KLMA_70175,GO:0016310,phosphorylation
KLMA_70175,GO:0046983,protein dimerization activity
KLMA_70175,GO:0051287,NAD binding
KLMA_70175,GO:0070401,NADP+ binding
KLMA_70447,GO:0000814,ESCRT II complex
KLMA_70447,GO:0015031,protein transport
KLMA_70447,GO:0071985,multivesicular body sorting pathway
KLMA_50430,GO:0003723,RNA binding
KLMA_50430,GO:0005634,nucleus
KLMA_80306,GO:0004022,alcohol dehydrogenase (NAD+) activity
KLMA_80306,GO:0008270,zinc ion binding
KLMA_50445,GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KLMA_50445,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KLMA_50445,GO:0005654,nucleoplasm
KLMA_50445,GO:0005730,nucleolus
KLMA_50445,GO:0030687,"preribosome, large subunit precursor"
KLMA_50445,GO:0043021,ribonucleoprotein complex binding
KLMA_70210,GO:0004674,protein serine/threonine kinase activity
KLMA_70210,GO:0005524,ATP binding
KLMA_70210,GO:0006281,DNA repair
KLMA_70210,GO:0016310,phosphorylation
KLMA_70210,GO:0051321,meiotic cell cycle
KLMA_50450,GO:0015031,protein transport
KLMA_50450,GO:0016020,membrane
KLMA_50450,GO:0035673,oligopeptide transmembrane transporter activity
KLMA_70215,GO:0004386,helicase activity
KLMA_70215,GO:0005524,ATP binding
KLMA_70215,GO:0005634,nucleus
KLMA_70215,GO:0006281,DNA repair
KLMA_70215,GO:0006325,chromatin organization
KLMA_70215,GO:0008094,"ATP-dependent activity, acting on DNA"
KLMA_70215,GO:0016887,ATP hydrolysis activity
KLMA_80029,GO:0004252,serine-type endopeptidase activity
KLMA_80029,GO:0006508,proteolysis
KLMA_80029,GO:0110165,cellular anatomical entity
KLMA_70225,GO:0000123,histone acetyltransferase complex
KLMA_70225,GO:0005524,ATP binding
KLMA_70225,GO:0006338,chromatin remodeling
KLMA_70225,GO:0010468,regulation of gene expression
KLMA_70225,GO:0016887,ATP hydrolysis activity
KLMA_80336,GO:0004827,proline-tRNA ligase activity
KLMA_80336,GO:0005524,ATP binding
KLMA_80336,GO:0005737,cytoplasm
KLMA_80336,GO:0006433,prolyl-tRNA aminoacylation
KLMA_50465,GO:0005634,nucleus
KLMA_50465,GO:0005737,cytoplasm
KLMA_50465,GO:0015031,protein transport
KLMA_50465,GO:0031144,proteasome localization
KLMA_50465,GO:0071630,nuclear protein quality control by the ubiquitin-proteasome system
KLMA_80034,GO:0000455,enzyme-directed rRNA pseudouridine synthesis
KLMA_80034,GO:0005634,nucleus
KLMA_80034,GO:0005737,cytoplasm
KLMA_80034,GO:0106388,18S rRNA aminocarboxypropyltransferase activity
KLMA_80034,GO:1904047,S-adenosyl-L-methionine binding
KLMA_70235,GO:0005730,nucleolus
KLMA_70235,GO:0032040,small-subunit processome
KLMA_70235,GO:0042254,ribosome biogenesis
KLMA_80044,GO:0003723,RNA binding
KLMA_80044,GO:0005739,mitochondrion
KLMA_80044,GO:0006417,regulation of translation
KLMA_50480,GO:0005743,mitochondrial inner membrane
KLMA_50480,GO:0030150,protein import into mitochondrial matrix
KLMA_50480,GO:0051087,protein-folding chaperone binding
KLMA_60505,GO:0003924,GTPase activity
KLMA_60505,GO:0005525,GTP binding
KLMA_60505,GO:0005794,Golgi apparatus
KLMA_60505,GO:0015031,protein transport
KLMA_60505,GO:0016192,vesicle-mediated transport
KLMA_80054,GO:0006865,amino acid transport
KLMA_80054,GO:0016020,membrane
KLMA_80054,GO:0022857,transmembrane transporter activity
KLMA_80356,GO:0000150,DNA strand exchange activity
KLMA_80356,GO:0000724,double-strand break repair via homologous recombination
KLMA_80356,GO:0003690,double-stranded DNA binding
KLMA_80356,GO:0003697,single-stranded DNA binding
KLMA_80356,GO:0005524,ATP binding
KLMA_80356,GO:0005634,nucleus
KLMA_80356,GO:0007131,reciprocal meiotic recombination
KLMA_80356,GO:0140664,ATP-dependent DNA damage sensor activity
KLMA_80356,GO:1990426,mitotic recombination-dependent replication fork processing
KLMA_70250,GO:0005198,structural molecule activity
KLMA_70250,GO:0005643,nuclear pore
KLMA_70250,GO:0005789,endoplasmic reticulum membrane
KLMA_70250,GO:0012507,ER to Golgi transport vesicle membrane
KLMA_70250,GO:0015031,protein transport
KLMA_70250,GO:0051028,mRNA transport
KLMA_70255,GO:0001522,pseudouridine synthesis
KLMA_70255,GO:0006364,rRNA processing
KLMA_70255,GO:0030515,snoRNA binding
KLMA_70255,GO:1990904,ribonucleoprotein complex
KLMA_70260,GO:0005200,structural constituent of cytoskeleton
KLMA_70260,GO:0005525,GTP binding
KLMA_70260,GO:0005874,microtubule
KLMA_70260,GO:0007017,microtubule-based process
KLMA_70260,GO:0016787,hydrolase activity
KLMA_50505,GO:0005635,nuclear envelope
KLMA_50505,GO:0006406,mRNA export from nucleus
KLMA_50505,GO:0042274,ribosomal small subunit biogenesis
KLMA_50505,GO:0070390,transcription export complex 2
KLMA_80079,GO:0005634,nucleus
KLMA_80079,GO:0006281,DNA repair
KLMA_80079,GO:0006310,DNA recombination
KLMA_80079,GO:0016740,transferase activity
KLMA_80079,GO:0030915,Smc5-Smc6 complex
KLMA_80079,GO:0046872,metal ion binding
KLMA_50510,GO:0000398,"mRNA splicing, via spliceosome"
KLMA_50510,GO:0005681,spliceosomal complex
KLMA_80381,GO:0000083,regulation of transcription involved in G1/S transition of mitotic cell cycle
KLMA_80381,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific"
KLMA_80381,GO:0003677,DNA binding
KLMA_80381,GO:0090575,RNA polymerase II transcription regulator complex
KLMA_50520,GO:0005634,nucleus
KLMA_50520,GO:0008168,methyltransferase activity
KLMA_50520,GO:0030488,tRNA methylation
KLMA_50520,GO:0036265,RNA (guanine-N7)-methylation
KLMA_80099,GO:0004107,chorismate synthase activity
KLMA_80099,GO:0008652,amino acid biosynthetic process
KLMA_80099,GO:0009073,aromatic amino acid family biosynthetic process
KLMA_80099,GO:0009423,chorismate biosynthetic process
KLMA_50525,GO:0003743,translation initiation factor activity
KLMA_50525,GO:0005634,nucleus
KLMA_50525,GO:0006352,DNA-templated transcription initiation
KLMA_70285,GO:0003777,microtubule motor activity
KLMA_70285,GO:0005524,ATP binding
KLMA_70285,GO:0005874,microtubule
KLMA_70285,GO:0007018,microtubule-based movement
KLMA_70285,GO:0008017,microtubule binding
KLMA_80104,GO:0005778,peroxisomal membrane
KLMA_80104,GO:0016560,"protein import into peroxisome matrix, docking"
KLMA_80109,GO:0004322,ferroxidase activity
KLMA_80109,GO:0005739,mitochondrion
KLMA_80109,GO:0006783,heme biosynthetic process
KLMA_80109,GO:0006811,monoatomic ion transport
KLMA_80109,GO:0006879,intracellular iron ion homeostasis
KLMA_80109,GO:0008199,ferric iron binding
KLMA_80109,GO:0016226,iron-sulfur cluster assembly
KLMA_80401,GO:0005524,ATP binding
KLMA_80401,GO:0005634,nucleus
KLMA_80401,GO:0005737,cytoplasm
KLMA_80401,GO:0008233,peptidase activity
KLMA_80401,GO:0008540,"proteasome regulatory particle, base subcomplex"
KLMA_80401,GO:0016887,ATP hydrolysis activity
KLMA_80401,GO:0036402,proteasome-activating activity
KLMA_80401,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
KLMA_80401,GO:0070682,proteasome regulatory particle assembly
KLMA_60129,GO:0000786,nucleosome
KLMA_60129,GO:0003677,DNA binding
KLMA_60129,GO:0005634,nucleus
KLMA_60129,GO:0030527,structural constituent of chromatin
KLMA_60129,GO:0046982,protein heterodimerization activity
KLMA_80119,GO:0000786,nucleosome
KLMA_80119,GO:0003677,DNA binding
KLMA_80119,GO:0005634,nucleus
KLMA_80119,GO:0030527,structural constituent of chromatin
KLMA_80119,GO:0046982,protein heterodimerization activity
KLMA_70305,GO:0005375,copper ion transmembrane transporter activity
KLMA_70305,GO:0006878,intracellular copper ion homeostasis
KLMA_70305,GO:0016020,membrane
KLMA_50550,GO:0005743,mitochondrial inner membrane
KLMA_70310,GO:0004176,ATP-dependent peptidase activity
KLMA_70310,GO:0004222,metalloendopeptidase activity
KLMA_70310,GO:0005524,ATP binding
KLMA_70310,GO:0006508,proteolysis
KLMA_70310,GO:0016020,membrane
KLMA_70310,GO:0016887,ATP hydrolysis activity
KLMA_70315,GO:0005634,nucleus
KLMA_70315,GO:0005737,cytoplasm
KLMA_70315,GO:0010499,proteasomal ubiquitin-independent protein catabolic process
KLMA_70315,GO:0019774,"proteasome core complex, beta-subunit complex"
KLMA_70315,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
KLMA_80139,GO:0000287,magnesium ion binding
KLMA_80139,GO:0004449,isocitrate dehydrogenase (NAD+) activity
KLMA_80139,GO:0006099,tricarboxylic acid cycle
KLMA_80139,GO:0051287,NAD binding
